locus_tag	ftype	length_bp	gene	EC_number	COG	product
NOLKDBPD_01864	CDS	984	ygfZ		COG0354	tRNA-modifying protein YgfZ
NOLKDBPD_01865	CDS	660				hypothetical protein
NOLKDBPD_01866	CDS	312				hypothetical protein
NOLKDBPD_01867	CDS	729	glvR		COG1737	HTH-type transcriptional regulator GlvR
NOLKDBPD_01868	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
NOLKDBPD_01869	CDS	360				hypothetical protein
NOLKDBPD_01870	CDS	2010	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
NOLKDBPD_01871	CDS	612				hypothetical protein
NOLKDBPD_01872	CDS	504	resA			Thiol-disulfide oxidoreductase ResA
NOLKDBPD_01873	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
NOLKDBPD_01874	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
NOLKDBPD_01875	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
NOLKDBPD_01876	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
NOLKDBPD_01877	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
NOLKDBPD_01878	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
NOLKDBPD_01879	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
NOLKDBPD_01880	CDS	585				hypothetical protein
NOLKDBPD_01881	CDS	330	zapA		COG3027	Cell division protein ZapA
NOLKDBPD_01882	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
NOLKDBPD_01883	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NOLKDBPD_01884	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
NOLKDBPD_01885	CDS	894	argP_1		COG0583	HTH-type transcriptional regulator ArgP
NOLKDBPD_01886	CDS	768			COG2968	26 kDa periplasmic immunogenic protein
NOLKDBPD_01887	CDS	636	argO		COG1279	Arginine exporter protein ArgO
NOLKDBPD_01888	CDS	858	mscS		COG0668	Small-conductance mechanosensitive channel
NOLKDBPD_01889	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
NOLKDBPD_01890	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
NOLKDBPD_01891	CDS	1029	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
NOLKDBPD_01892	CDS	1902	tktA	2.2.1.1	COG0021	Transketolase 1
NOLKDBPD_01893	CDS	321	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
NOLKDBPD_01894	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
NOLKDBPD_01895	CDS	624	ynjF		COG0558	Inner membrane protein YnjF
NOLKDBPD_01896	CDS	411	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
NOLKDBPD_01897	CDS	1344	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
NOLKDBPD_01898	CDS	981	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
NOLKDBPD_01899	CDS	1947	topB	5.6.2.1	COG0550	DNA topoisomerase 3
NOLKDBPD_01900	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
NOLKDBPD_01901	CDS	747	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
NOLKDBPD_01902	CDS	603				hypothetical protein
NOLKDBPD_01903	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
NOLKDBPD_01904	CDS	1854	sppA	3.4.21.-	COG0616	Protease 4
NOLKDBPD_01905	CDS	1020	ansA	3.5.1.1	COG0252	L-asparaginase 1
NOLKDBPD_01906	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
NOLKDBPD_01907	CDS	1254	chiA1	3.2.1.14		Chitinase A1
NOLKDBPD_01908	CDS	345				hypothetical protein
NOLKDBPD_01909	CDS	279				hypothetical protein
NOLKDBPD_01910	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
NOLKDBPD_01911	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
NOLKDBPD_01912	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
NOLKDBPD_01913	CDS	855				hypothetical protein
NOLKDBPD_01914	CDS	747	mipA		COG3713	MltA-interacting protein
NOLKDBPD_01915	CDS	1935				hypothetical protein
NOLKDBPD_01916	CDS	1284				hypothetical protein
NOLKDBPD_01917	CDS	564				hypothetical protein
NOLKDBPD_01918	CDS	483	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
NOLKDBPD_01919	CDS	312				hypothetical protein
NOLKDBPD_01920	CDS	882	dmlR_6			HTH-type transcriptional regulator DmlR
NOLKDBPD_01921	CDS	1218	sotB_3			Sugar efflux transporter B
NOLKDBPD_01922	CDS	750	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
NOLKDBPD_01923	CDS	906	pgrR_3			HTH-type transcriptional regulator PgrR
NOLKDBPD_01924	CDS	1266	umuC_1		COG0389	Protein UmuC
NOLKDBPD_01925	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
NOLKDBPD_01926	CDS	243				hypothetical protein
NOLKDBPD_01927	CDS	1140				hypothetical protein
NOLKDBPD_01928	CDS	501				hypothetical protein
NOLKDBPD_01929	CDS	447				hypothetical protein
NOLKDBPD_01930	CDS	792	nimR_2			HTH-type transcriptional regulator NimR
NOLKDBPD_01931	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
NOLKDBPD_01932	CDS	693	pyrG_2	6.3.4.2		CTP synthase
NOLKDBPD_01933	CDS	510				hypothetical protein
NOLKDBPD_01934	CDS	357				hypothetical protein
NOLKDBPD_01935	CDS	240				hypothetical protein
NOLKDBPD_01936	CDS	1140				hypothetical protein
NOLKDBPD_01937	CDS	1173	gpFI_2			Putative prophage major tail sheath protein
NOLKDBPD_01938	CDS	516				hypothetical protein
NOLKDBPD_01939	CDS	318				hypothetical protein
NOLKDBPD_01940	CDS	2976				hypothetical protein
NOLKDBPD_01941	CDS	492				hypothetical protein
NOLKDBPD_01942	CDS	1359				hypothetical protein
NOLKDBPD_01943	CDS	1098				hypothetical protein
NOLKDBPD_01944	CDS	213				hypothetical protein
NOLKDBPD_01945	CDS	3027				hypothetical protein
NOLKDBPD_01946	CDS	924				hypothetical protein
NOLKDBPD_01947	CDS	351				hypothetical protein
NOLKDBPD_01948	CDS	588				hypothetical protein
NOLKDBPD_01949	CDS	636				hypothetical protein
NOLKDBPD_01950	CDS	468				hypothetical protein
NOLKDBPD_01951	CDS	321				hypothetical protein
NOLKDBPD_01952	CDS	546				hypothetical protein
NOLKDBPD_01953	CDS	279				hypothetical protein
NOLKDBPD_01954	CDS	201				hypothetical protein
NOLKDBPD_01955	CDS	516				hypothetical protein
NOLKDBPD_01956	CDS	867				hypothetical protein
NOLKDBPD_01957	CDS	1035				hypothetical protein
NOLKDBPD_01958	CDS	840				hypothetical protein
NOLKDBPD_01959	CDS	1728				hypothetical protein
NOLKDBPD_01960	CDS	1053				hypothetical protein
NOLKDBPD_01961	CDS	747				hypothetical protein
NOLKDBPD_01962	CDS	1017				hypothetical protein
NOLKDBPD_01963	CDS	1947				hypothetical protein
NOLKDBPD_01964	CDS	2148				hypothetical protein
NOLKDBPD_01965	CDS	936	dam_2	2.1.1.72	COG0338	DNA adenine methylase
NOLKDBPD_01966	CDS	228				hypothetical protein
NOLKDBPD_01967	CDS	567				hypothetical protein
NOLKDBPD_01968	CDS	225				hypothetical protein
NOLKDBPD_01969	CDS	264				hypothetical protein
NOLKDBPD_01970	CDS	378				hypothetical protein
NOLKDBPD_01971	CDS	219				hypothetical protein
NOLKDBPD_01972	CDS	279				hypothetical protein
NOLKDBPD_01973	CDS	300				hypothetical protein
NOLKDBPD_01974	CDS	984	xerC_3			Tyrosine recombinase XerC
NOLKDBPD_01975	CDS	1014	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
NOLKDBPD_01976	CDS	102	yoaK			putative membrane protein YoaK
NOLKDBPD_01977	CDS	264				hypothetical protein
NOLKDBPD_01978	CDS	639	leuE_1		COG1280	Leucine efflux protein
NOLKDBPD_01979	CDS	915	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
NOLKDBPD_01980	CDS	1044	ansB	3.5.1.1		L-asparaginase
NOLKDBPD_01981	CDS	1209		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
NOLKDBPD_01982	CDS	1785				hypothetical protein
NOLKDBPD_01983	CDS	891	gltC_2			HTH-type transcriptional regulator GltC
NOLKDBPD_01984	CDS	1509	lpdC_2	4.1.1.59	COG0043	Gallate decarboxylase
NOLKDBPD_01985	CDS	687	pdeH_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
NOLKDBPD_01986	CDS	633				hypothetical protein
NOLKDBPD_01987	CDS	105				hypothetical protein
NOLKDBPD_01988	CDS	198				hypothetical protein
NOLKDBPD_01989	CDS	1011	cydB_1	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
NOLKDBPD_01990	CDS	1407	cydA_1	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
NOLKDBPD_01991	CDS	888				hypothetical protein
NOLKDBPD_01992	CDS	507	yciE_1		COG3685	Protein YciE
NOLKDBPD_01993	CDS	495	yciF		COG3685	Protein YciF
NOLKDBPD_01994	CDS	186				hypothetical protein
NOLKDBPD_01995	CDS	1194		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
NOLKDBPD_01996	CDS	228				hypothetical protein
NOLKDBPD_01997	CDS	324				hypothetical protein
NOLKDBPD_01998	CDS	393				hypothetical protein
NOLKDBPD_01999	CDS	714				hypothetical protein
NOLKDBPD_02000	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
NOLKDBPD_02001	CDS	651	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
NOLKDBPD_02002	CDS	459	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
NOLKDBPD_02003	CDS	1167	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
NOLKDBPD_02004	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
NOLKDBPD_02005	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
NOLKDBPD_02006	CDS	363				hypothetical protein
NOLKDBPD_02007	CDS	807				hypothetical protein
NOLKDBPD_02008	CDS	672	phoP_1			Virulence transcriptional regulatory protein PhoP
NOLKDBPD_02009	CDS	1467	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
NOLKDBPD_02010	CDS	1122	roxA_2	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
NOLKDBPD_02011	CDS	1233	pepT	3.4.11.4	COG2195	Peptidase T
NOLKDBPD_02012	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NOLKDBPD_02013	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NOLKDBPD_02014	CDS	786	ydcV_1			Inner membrane ABC transporter permease protein YdcV
NOLKDBPD_02015	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
NOLKDBPD_02016	CDS	1725				hypothetical protein
NOLKDBPD_02017	CDS	1209	dmdB_1	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
NOLKDBPD_02018	CDS	474	dmdB_2	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
NOLKDBPD_02019	CDS	792	phnV_1		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
NOLKDBPD_02020	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
NOLKDBPD_02021	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
NOLKDBPD_02022	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
NOLKDBPD_02023	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
NOLKDBPD_02024	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
NOLKDBPD_02025	CDS	1383	narU		COG2223	Nitrate/nitrite transporter NarU
NOLKDBPD_02026	CDS	537				hypothetical protein
NOLKDBPD_02027	CDS	1500	smvA			Methyl viologen resistance protein SmvA
NOLKDBPD_02028	CDS	798	pcaR_2		COG1414	Pca regulon regulatory protein
NOLKDBPD_02029	CDS	1209	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
NOLKDBPD_02030	CDS	291	catC	5.3.3.4	COG4829	Muconolactone Delta-isomerase
NOLKDBPD_02031	CDS	927	catA	1.13.11.1	COG3485	Catechol 1,2-dioxygenase
NOLKDBPD_02032	CDS	1383	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
NOLKDBPD_02033	CDS	486	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
NOLKDBPD_02034	CDS	1017	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
NOLKDBPD_02035	CDS	774	lvr	1.1.1.-		Levodione reductase
NOLKDBPD_02036	CDS	879	yddG		COG0697	Aromatic amino acid exporter YddG
NOLKDBPD_02037	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NOLKDBPD_02038	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
NOLKDBPD_02039	CDS	885	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
NOLKDBPD_02040	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
NOLKDBPD_02041	CDS	327				hypothetical protein
NOLKDBPD_02042	CDS	819		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
NOLKDBPD_02043	CDS	441				hypothetical protein
NOLKDBPD_02044	CDS	1155	araJ		COG2814	Putative transporter AraJ
NOLKDBPD_02045	CDS	1092				hypothetical protein
NOLKDBPD_02046	CDS	987	luxA	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
NOLKDBPD_02047	CDS	1617	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
NOLKDBPD_02048	CDS	849	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
NOLKDBPD_02049	CDS	945	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
NOLKDBPD_02050	CDS	1623				hypothetical protein
NOLKDBPD_02051	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
NOLKDBPD_02052	CDS	600	ppa_2	3.6.1.1	COG0221	Inorganic pyrophosphatase
NOLKDBPD_02053	CDS	954				hypothetical protein
NOLKDBPD_02054	CDS	1716	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
NOLKDBPD_02055	CDS	708				hypothetical protein
NOLKDBPD_02056	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
NOLKDBPD_02057	CDS	141	sra			Stationary-phase-induced ribosome-associated protein
NOLKDBPD_02058	CDS	852				hypothetical protein
NOLKDBPD_02059	CDS	894	dmlR_7			HTH-type transcriptional regulator DmlR
NOLKDBPD_02060	CDS	246				hypothetical protein
NOLKDBPD_02061	CDS	915	yghA	1.-.-.-		putative oxidoreductase YghA
NOLKDBPD_02062	CDS	216				hypothetical protein
NOLKDBPD_02063	CDS	507	yciE_2		COG3685	Protein YciE
NOLKDBPD_02064	CDS	183				hypothetical protein
NOLKDBPD_02065	CDS	1626	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
NOLKDBPD_02066	CDS	996	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
NOLKDBPD_02067	CDS	96				hypothetical protein
NOLKDBPD_02068	CDS	447				hypothetical protein
NOLKDBPD_02069	CDS	504				hypothetical protein
NOLKDBPD_02070	CDS	405	ygiW_1		COG3111	Protein YgiW
NOLKDBPD_02071	CDS	147				hypothetical protein
NOLKDBPD_02072	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
NOLKDBPD_02073	CDS	870				hypothetical protein
NOLKDBPD_02074	CDS	687	fliY_3		COG0834	L-cystine-binding protein FliY
NOLKDBPD_02075	CDS	924	mamB			Magnetosome protein MamB
NOLKDBPD_02076	CDS	918				hypothetical protein
NOLKDBPD_02077	CDS	2301	ydeP		COG0243	Protein YdeP
NOLKDBPD_02078	CDS	882	oxyR_3			Hydrogen peroxide-inducible genes activator
NOLKDBPD_02079	CDS	1281	licC_5		COG1455	Lichenan permease IIC component
NOLKDBPD_02080	CDS	2613		3.2.1.40		Alpha-L-rhamnosidase
NOLKDBPD_02081	CDS	945	rhaS_6			HTH-type transcriptional activator RhaS
NOLKDBPD_02082	CDS	1284				hypothetical protein
NOLKDBPD_02083	CDS	966				hypothetical protein
NOLKDBPD_02084	CDS	324	celA_2	2.7.1.205		PTS system cellobiose-specific EIIB component
NOLKDBPD_02085	CDS	315	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
NOLKDBPD_02086	CDS	1407	ydjE			Inner membrane metabolite transport protein YdjE
NOLKDBPD_02087	CDS	681	mgtC		COG1285	Protein MgtC
NOLKDBPD_02088	CDS	1062	zapE_2		COG1485	Cell division protein ZapE
NOLKDBPD_02089	CDS	654	katG	1.11.1.21	COG0376	Catalase-peroxidase
NOLKDBPD_02090	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
NOLKDBPD_02091	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
NOLKDBPD_02092	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
NOLKDBPD_02093	CDS	291				hypothetical protein
NOLKDBPD_02094	CDS	117	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
NOLKDBPD_02095	CDS	1140	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
NOLKDBPD_02096	CDS	1569	cydA_2	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
NOLKDBPD_02097	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
NOLKDBPD_02098	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
NOLKDBPD_02099	CDS	1227	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
NOLKDBPD_02100	CDS	2808	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
NOLKDBPD_02101	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
NOLKDBPD_02102	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
NOLKDBPD_02103	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
NOLKDBPD_02104	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
NOLKDBPD_02105	CDS	1284	gltA_1	2.3.3.16	COG0372	Citrate synthase
NOLKDBPD_02106	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
NOLKDBPD_02107	CDS	645	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
NOLKDBPD_02108	CDS	996				hypothetical protein
NOLKDBPD_02109	CDS	726				hypothetical protein
NOLKDBPD_02110	CDS	744	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
NOLKDBPD_02111	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
NOLKDBPD_02112	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
NOLKDBPD_02113	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
NOLKDBPD_02114	CDS	1479	dtpD		COG3104	Dipeptide permease D
NOLKDBPD_02115	CDS	1443	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
NOLKDBPD_02116	CDS	207				hypothetical protein
NOLKDBPD_02117	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
NOLKDBPD_02118	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
NOLKDBPD_02119	CDS	576	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
NOLKDBPD_02120	CDS	1020	kdpD_1	2.7.13.3	COG2205	Sensor protein KdpD
NOLKDBPD_02121	CDS	1581	kdpD_2	2.7.13.3	COG2205	Sensor protein KdpD
NOLKDBPD_02122	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
NOLKDBPD_02123	CDS	438				hypothetical protein
NOLKDBPD_02124	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
NOLKDBPD_02125	CDS	693	seqA			Negative modulator of initiation of replication
NOLKDBPD_02126	CDS	774	ybfF	3.1.-.-	COG0596	Esterase YbfF
NOLKDBPD_02127	CDS	294	ybfE			putative protein YbfE
NOLKDBPD_02128	CDS	531	fldA		COG0716	Flavodoxin
NOLKDBPD_02129	CDS	453	fur		COG0735	Ferric uptake regulation protein
NOLKDBPD_02130	CDS	516				hypothetical protein
NOLKDBPD_02131	CDS	333	chiQ			putative lipoprotein ChiQ
NOLKDBPD_02132	CDS	1404	chiP			Chitoporin
NOLKDBPD_02133	CDS	309				hypothetical protein
NOLKDBPD_02134	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
NOLKDBPD_02135	CDS	1956	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
NOLKDBPD_02136	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
NOLKDBPD_02137	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
NOLKDBPD_02138	CDS	1221	nagC_2		COG1940	N-acetylglucosamine repressor
NOLKDBPD_02139	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
NOLKDBPD_02140	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
NOLKDBPD_02141	tRNA	77				tRNA-Met(cat)
NOLKDBPD_02142	tRNA	85				tRNA-Leu(tag)
NOLKDBPD_02143	tRNA	75				tRNA-Gln(ttg)
NOLKDBPD_02144	tRNA	75				tRNA-Gln(ttg)
NOLKDBPD_02145	tRNA	77				tRNA-Met(cat)
NOLKDBPD_02146	tRNA	75				tRNA-Gln(ctg)
NOLKDBPD_02147	tRNA	75				tRNA-Gln(ctg)
NOLKDBPD_02148	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
NOLKDBPD_02149	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NOLKDBPD_02150	CDS	1047	ybeZ		COG1702	PhoH-like protein
NOLKDBPD_02151	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
NOLKDBPD_02152	CDS	948	corC		COG4535	Magnesium and cobalt efflux protein CorC
NOLKDBPD_02153	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
NOLKDBPD_02154	CDS	912	gltI		COG0834	Glutamate/aspartate import solute-binding protein
NOLKDBPD_02155	CDS	741	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
NOLKDBPD_02156	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
NOLKDBPD_02157	CDS	726	glnQ_4	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
NOLKDBPD_02158	CDS	1671	shlB_1			Hemolysin transporter protein ShlB
NOLKDBPD_02159	CDS	1794	cdiA	3.1.-.-		tRNA nuclease CdiA
NOLKDBPD_02160	CDS	486				hypothetical protein
NOLKDBPD_02161	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
NOLKDBPD_02162	CDS	591	lptE		COG2980	LPS-assembly lipoprotein LptE
NOLKDBPD_02163	CDS	1035	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
NOLKDBPD_02164	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
NOLKDBPD_02165	CDS	630	cobC_1	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
NOLKDBPD_02166	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
NOLKDBPD_02167	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
NOLKDBPD_02168	CDS	1902	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
NOLKDBPD_02169	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
NOLKDBPD_02170	CDS	1149	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
NOLKDBPD_02171	CDS	1272	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
NOLKDBPD_02172	CDS	264				hypothetical protein
NOLKDBPD_02173	CDS	645	lipB	2.3.1.181	COG0321	Octanoyltransferase
NOLKDBPD_02174	CDS	897	ybdO_1			putative HTH-type transcriptional regulator YbdO
NOLKDBPD_02175	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
NOLKDBPD_02176	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
NOLKDBPD_02177	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
NOLKDBPD_02178	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
NOLKDBPD_02179	CDS	210	cspE			Cold shock-like protein CspE
NOLKDBPD_02180	CDS	519	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
NOLKDBPD_02181	CDS	1374	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
NOLKDBPD_02182	CDS	798	rna	4.6.1.21	COG3719	Ribonuclease I
NOLKDBPD_02183	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
NOLKDBPD_02184	CDS	429	uspG_1		COG0589	Universal stress protein UP12
NOLKDBPD_02185	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
NOLKDBPD_02186	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
NOLKDBPD_02187	CDS	750	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
NOLKDBPD_02188	CDS	933	ybdO_2			putative HTH-type transcriptional regulator YbdO
NOLKDBPD_02189	CDS	1224	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
NOLKDBPD_02190	CDS	627	ybdM		COG1475	putative protein YbdM
NOLKDBPD_02191	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
NOLKDBPD_02192	CDS	690	mtnC	3.1.3.77		Enolase-phosphatase E1
NOLKDBPD_02193	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
NOLKDBPD_02194	CDS	2310	dmsA_1	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
NOLKDBPD_02195	CDS	981	ytfQ_2			ABC transporter periplasmic-binding protein YtfQ
